SnapshotInvID,ProductID,ProductName,WarehouseLocation,unitsAvailable,unitsDemanded,SnapshotDate
41197,11,Johnson and Sons Laptop,"Dehradun, Uttarakhand",26.0,71.0,2024-09-01
41198,69,"Curry, Cervantes and Jackson Vase","Bhopal, Madhya Pradesh",153.0,419.0,2024-08-01
41199,11,Johnson and Sons Laptop,"Lucknow, Uttar Pradesh",0.0,55.0,2022-02-01
41200,86,Zuniga-Black Air Conditioner,"Chennai, Tamil Nadu",101.0,144.0,2024-08-01
41201,46,Frank-Garcia Air Conditioner,"Amritsar, Punjab",106.0,408.0,2024-04-01
41202,63,Cantu-Phillips Headphones,"Gurugram, Haryana",65.0,385.0,2022-07-01
41203,90,"Wilson, Schultz and Ross Air Conditioner","Chandigarh, UT",107.0,218.0,2024-06-01
41204,54,"Cook, Hess and Mccormick Laptop","Shimla, Himachal Pradesh",306.0,,2022-06-01
41205,56,Curry LLC Protein Powder,"Jalandhar, Punjab",72.0,244.0,2024-01-01
41206,78,Hill-Osborne Face Mask,"Bengaluru, Karnataka",0.0,67.0,2024-03-01
41207,39,"Smith, Hill and Woods Perfume","Bhopal, Madhya Pradesh",231.0,419.0,2022-05-01
41208,3,"Schultz, Avila and Foster Table Lamp","Patna, Bihar",0.0,292.0,2022-03-01
41209,2,Larson and Sons Foundation,"Kanpur, Uttar Pradesh",0.0,103.0,2024-04-01
41210,4,"Mcdaniel, Mercer and Nash Tablet","Amritsar, Punjab",44.0,81.0,2023-03-01
41211,83,Garcia Ltd Pen,"Bengaluru, Karnataka",117.0,132.0,2024-08-01
41212,3,"Schultz, Avila and Foster Table Lamp","Madurai, Tamil Nadu",196.0,384.0,2024-02-01
41213,28,Hernandez-Patel Wall Clock,"Hyderabad, Telangana",0.0,129.0,2023-05-01
41214,9,"Hodges, Stanley and Sanchez Air Conditioner","Guwahati, Assam",0.0,89.0,2022-09-01
41215,60,Johnson-Banks Vitamins,"Ranchi, Jharkhand",0.0,123.0,2023-10-01
41216,92,"Thomas, Tate and Soto Smartwatch","Raipur, Chhattisgarh",0.0,218.0,2024-02-01
41217,93,Walker-Choi Protein Powder,"Chandigarh, UT",74.0,490.0,2022-03-01
41218,19,Gray Ltd Curtains,"Vadodara, Gujarat",121.0,323.0,2023-01-01
41219,7,"Jones, Jackson and Rich Marker","Dehradun, Uttarakhand",163.0,326.0,2023-05-01
41220,20,Lewis Ltd Washing Machine,"Patna, Bihar",24.0,487.0,2023-08-01
41221,37,Reyes Ltd Lipstick,"Bhubaneswar, Odisha",277.0,437.0,2023-02-01
41222,98,Whitney-Garcia Microwave,"Mysuru, Karnataka",0.0,279.0,2024-06-01
41223,26,Simmons-Stevens Massage Oil,"Mysuru, Karnataka",,47400.0,2024-05-01
41224,65,"Singleton, Everett and Thompson Moisturizer","Jalandhar, Punjab",82.0,134.0,2022-05-01
41225,63,Cantu-Phillips Headphones,"Bhopal, Madhya Pradesh",0.0,56.0,2024-09-01
41226,26,Simmons-Stevens Massage Oil,"Bhopal, Madhya Pradesh",36.0,72.0,2024-09-01
41227,82,Welch-Davis Tablet,"Shimla, Himachal Pradesh",0.0,266.0,2023-01-01
41228,61,Montoya-Holden Curtains,"Shimla, Himachal Pradesh",204.0,457.0,2022-11-01
41229,31,"Huang, White and Mcclure Washing Machine","Nagpur, Maharashtra",131.0,339.0,2023-02-01
41230,35,Davis Inc Washing Machine,"Thiruvananthapuram, Kerala",0.0,157.0,2023-05-01
41231,34,White-Huff Stapler,"Chennai, Tamil Nadu",312.0,412.0,2024-02-01
41232,94,Sullivan-Brown Shampoo,"Shimla, Himachal Pradesh",184.0,320.0,2022-03-01
41233,54,"Cook, Hess and Mccormick Laptop","Patna, Bihar",61.0,63.0,2023-08-01
41234,20,Lewis Ltd Washing Machine,"Bengaluru, Karnataka",320.0,447.0,2023-06-01
41235,39,"Smith, Hill and Woods Perfume","Noida, Uttar Pradesh",0.0,329.0,2022-12-01
41236,80,Ortiz-Garcia Laptop,"Jaipur, Rajasthan",121.0,294.0,2024-02-01
41237,87,"Reid, Harvey and Richmond Foundation","Patna, Bihar",362.0,442.0,2022-03-01
41238,88,Gonzalez-Cole Cushion,"Cuttack, Odisha",0.0,279.0,2022-10-01
41239,34,White-Huff Stapler,"Mysuru, Karnataka",0.0,148.0,2022-07-01
41240,59,"Stephenson, Weber and Bailey Lipstick","Jalandhar, Punjab",57.0,60.0,2022-03-01
41241,21,"Bass, Wright and Jones Table Lamp","Madurai, Tamil Nadu",,417.0,2024-08-01
41242,67,Hill PLC Air Conditioner,"Amritsar, Punjab",0.0,140.0,2022-05-01
41243,99,Hernandez-Davis Cushion,"Pune, Maharashtra",0.0,381.0,2024-08-01
41244,34,White-Huff Stapler,"Madurai, Tamil Nadu",0.0,81.0,2022-01-01
41245,84,Hansen Inc Face Mask,"Mangalore, Karnataka",334.0,460.0,2023-07-01
41246,5,Woods-Rasmussen Smartwatch,"Gurugram, Haryana",207.0,301.0,2022-08-01
41247,85,Hobbs-Hanson Refrigerator,"Ranchi, Jharkhand",24.0,153.0,2022-07-01
41248,13,Christensen-Patrick Foundation,"Jalandhar, Punjab",0.0,87.0,2023-10-01
41249,63,Cantu-Phillips Headphones,"Pune, Maharashtra",0.0,365.0,2022-05-01
41250,91,Garcia-Mills Headphones,"Coimbatore, Tamil Nadu",0.0,52.0,2022-07-01
41251,3,"Schultz, Avila and Foster Table Lamp","Shimla, Himachal Pradesh",301.0,408.0,2022-09-01
41252,46,Frank-Garcia Air Conditioner,"Thiruvananthapuram, Kerala",0.0,98.0,2022-10-01
41253,10,Byrd-Bailey Wall Clock,"Guwahati, Assam",,417.0,2022-02-01
41254,25,Gordon and Sons Lipstick,"Thiruvananthapuram, Kerala",100.0,266.0,2024-03-01
41255,97,"Porter, Harper and Gomez Tablet","Visakhapatnam, Andhra Pradesh",,5100.0,2022-07-01
41256,74,Rowe Ltd Table Lamp,"Nagpur, Maharashtra",69.0,121.0,2024-04-01
41257,79,"Grant, Johnson and Allen Smartphone","Coimbatore, Tamil Nadu",0.0,102.0,2024-06-01
41258,10,Byrd-Bailey Wall Clock,"Shimla, Himachal Pradesh",0.0,275.0,2024-06-01
41259,23,Thornton Inc Smartwatch,"Dehradun, Uttarakhand",0.0,196.0,2024-06-01
41260,5,Woods-Rasmussen Smartwatch,"Thiruvananthapuram, Kerala",0.0,347.0,2024-01-01
41261,14,Acevedo Inc Notebook,"Srinagar, J&K",82.0,108.0,2022-02-01
41262,72,Peterson-Garrison Refrigerator,"Chennai, Tamil Nadu",158.0,213.0,2022-04-01
41263,70,Williams-Perkins Shampoo,"Dehradun, Uttarakhand",223.0,371.0,2023-08-01
41264,78,Hill-Osborne Face Mask,"Pune, Maharashtra",0.0,369.0,2022-11-01
41265,18,Hughes and Sons Foundation,"Ranchi, Jharkhand",100.0,343.0,2022-09-01
41266,70,Williams-Perkins Shampoo,"Chennai, Tamil Nadu",0.0,261.0,2023-06-01
41267,43,"Robertson, Bell and Horn Moisturizer","Mysuru, Karnataka",0.0,281.0,2022-09-01
41268,6,Jordan Ltd Perfume,"Jalandhar, Punjab",376.0,479.0,2022-11-01
41269,61,Montoya-Holden Curtains,"Vadodara, Gujarat",0.0,315.0,2024-08-01
41270,25,Gordon and Sons Lipstick,"Chandigarh, UT",84.0,411.0,2023-10-01
41271,25,Gordon and Sons Lipstick,"Ahmedabad, Gujarat",,66.0,2023-08-01
41272,71,Harris-Ward Smartwatch,"Srinagar, J&K",420.0,422.0,2024-08-01
41273,63,Cantu-Phillips Headphones,"Srinagar, J&K",50.0,323.0,2023-01-01
41274,51,"Williams, Barnes and Thompson Vacuum Cleaner","Bhubaneswar, Odisha",0.0,362.0,2023-03-01
41275,46,Frank-Garcia Air Conditioner,"Madurai, Tamil Nadu",260.0,397.0,2023-03-01
41276,32,Alvarado LLC Yoga Mat,"Bhubaneswar, Odisha",25.0,315.0,2022-09-01
41277,41,Holmes-Wilson Laptop,"Bhubaneswar, Odisha",65.0,407.0,2023-02-01
41278,73,"Jordan, West and Garcia Yoga Mat","Hyderabad, Telangana",226.0,312.0,2022-09-01
41279,32,Alvarado LLC Yoga Mat,"Vijayawada, Andhra Pradesh",20.0,227.0,2024-01-01
41280,37,Reyes Ltd Lipstick,"Thiruvananthapuram, Kerala",0.0,216.0,2023-09-01
41281,10,Byrd-Bailey Wall Clock,"Raipur, Chhattisgarh",159.0,397.0,2022-10-01
41282,68,"Hernandez, Martin and Anderson Protein Powder","Mangalore, Karnataka",337.0,407.0,2022-10-01
41283,100,Wright-Howard Microwave,"Cuttack, Odisha",249.0,312.0,2024-07-01
41284,82,Welch-Davis Tablet,"Hyderabad, Telangana",182.0,195.0,2023-07-01
41285,65,"Singleton, Everett and Thompson Moisturizer","Chennai, Tamil Nadu",0.0,216.0,2024-05-01
41286,76,Willis-Miller Laptop,"Cuttack, Odisha",227.0,480.0,2024-01-01
41287,6,Jordan Ltd Perfume,"Jaipur, Rajasthan",173.0,176.0,2022-05-01
41288,57,"Bush, Evans and Davidson Smartphone","Mysuru, Karnataka",0.0,107.0,2024-08-01
41289,23,Thornton Inc Smartwatch,"Hyderabad, Telangana",0.0,288.0,2024-04-01
41290,16,Hernandez Inc Moisturizer,"Chandigarh, UT",320.0,325.0,2023-02-01
41291,79,"Grant, Johnson and Allen Smartphone","Cuttack, Odisha",161.0,314.0,2022-02-01
41292,81,Lewis PLC Vacuum Cleaner,"Srinagar, J&K",63.0,233.0,2022-09-01
41293,88,Gonzalez-Cole Cushion,"Chandigarh, UT",0.0,109.0,2024-09-01
41294,39,"Smith, Hill and Woods Perfume","Nagpur, Maharashtra",0.0,287.0,2023-01-01
41295,13,Christensen-Patrick Foundation,"Pune, Maharashtra",0.0,165.0,2022-07-01
41296,71,Harris-Ward Smartwatch,"Noida, Uttar Pradesh",59.0,,2023-07-01
41297,32,Alvarado LLC Yoga Mat,"Nagpur, Maharashtra",,185.0,2024-01-01
41298,26,Simmons-Stevens Massage Oil,"Kochi, Kerala",0.0,105.0,2022-08-01
41299,19,Gray Ltd Curtains,"Ahmedabad, Gujarat",0.0,152.0,2024-06-01
41300,38,Flores Group Moisturizer,"Ranchi, Jharkhand",0.0,180.0,2023-07-01
41301,15,Owens Ltd Refrigerator,"Nagpur, Maharashtra",391.0,499.0,2024-07-01
41302,51,"Williams, Barnes and Thompson Vacuum Cleaner","Pune, Maharashtra",191.0,348.0,2022-01-01
41303,96,Johnson-Chapman Perfume,"Chandigarh, UT",0.0,255.0,2023-10-01
41304,74,Rowe Ltd Table Lamp,"Vijayawada, Andhra Pradesh",164.0,416.0,2022-07-01
41305,82,Welch-Davis Tablet,"Hyderabad, Telangana",0.0,269.0,2022-02-01
41306,9,"Hodges, Stanley and Sanchez Air Conditioner","Raipur, Chhattisgarh",150.0,331.0,2022-07-01
41307,97,"Porter, Harper and Gomez Tablet","Mangalore, Karnataka",0.0,68.0,2022-07-01
41308,95,Soto-Weaver Cushion,"Lucknow, Uttar Pradesh",261.0,439.0,2022-09-01
41309,4,"Mcdaniel, Mercer and Nash Tablet","Kolkata, West Bengal",0.0,96.0,2022-01-01
41310,9,"Hodges, Stanley and Sanchez Air Conditioner","Thiruvananthapuram, Kerala",138.0,170.0,2024-08-01
41311,46,Frank-Garcia Air Conditioner,"Bengaluru, Karnataka",0.0,149.0,2022-04-01
41312,18,Hughes and Sons Foundation,"Cuttack, Odisha",83.0,127.0,2024-04-01
41313,98,Whitney-Garcia Microwave,"Guwahati, Assam",63.0,243.0,2024-08-01
41314,66,"Harris, Sloan and Mack Refrigerator","Hyderabad, Telangana",7.0,326.0,2023-05-01
41315,94,Sullivan-Brown Shampoo,"Bhubaneswar, Odisha",0.0,91.0,2023-09-01
41316,9,"Hodges, Stanley and Sanchez Air Conditioner","Noida, Uttar Pradesh",0.0,88.0,2024-06-01
41317,99,Hernandez-Davis Cushion,"Ahmedabad, Gujarat",88.0,429.0,2022-02-01
41318,74,Rowe Ltd Table Lamp,"Vadodara, Gujarat",,327.0,2023-09-01
41319,45,Miller Ltd Lipstick,"Nagpur, Maharashtra",0.0,305.0,2023-10-01
41320,36,"Ferguson, Hernandez and Boyd Yoga Mat","Nagpur, Maharashtra",405.0,445.0,2024-08-01
41321,38,Flores Group Moisturizer,"Pune, Maharashtra",0.0,93.0,2023-02-01
41322,7,"Jones, Jackson and Rich Marker","Srinagar, J&K",79.0,352.0,2023-02-01
41323,80,Ortiz-Garcia Laptop,"Shimla, Himachal Pradesh",426.0,486.0,2024-08-01
41324,42,Robinson Ltd Curtains,"Thiruvananthapuram, Kerala",0.0,239.0,2023-11-01
41325,45,Miller Ltd Lipstick,"Noida, Uttar Pradesh",225.0,316.0,2022-09-01
41326,76,Willis-Miller Laptop,"Noida, Uttar Pradesh",0.0,187.0,2022-09-01
41327,17,Wolfe-Hood Pen,"Guwahati, Assam",0.0,,2022-12-01
41328,29,Briggs Ltd Wall Clock,"Lucknow, Uttar Pradesh",0.0,275.0,2022-08-01
41329,70,Williams-Perkins Shampoo,"Guwahati, Assam",0.0,249.0,2023-02-01
41330,76,Willis-Miller Laptop,"Thiruvananthapuram, Kerala",0.0,199.0,2024-09-01
41331,50,Bell Group Vitamins,"Mangalore, Karnataka",182.0,395.0,2022-08-01
41332,62,"Wang, Griffin and Cook Foundation","Dehradun, Uttarakhand",0.0,395.0,2024-02-01
41333,98,Whitney-Garcia Microwave,"Kochi, Kerala",,448.0,2024-04-01
41334,24,"Gutierrez, Neal and Vargas Table Lamp","Shimla, Himachal Pradesh",0.0,149.0,2022-04-01
41335,52,Simmons Ltd Table Lamp,"Srinagar, J&K",281.0,289.0,2023-11-01
41336,11,Johnson and Sons Laptop,"Madurai, Tamil Nadu",277.0,425.0,2024-09-01
41337,90,"Wilson, Schultz and Ross Air Conditioner","Cuttack, Odisha",6.0,375.0,2024-04-01
41338,68,"Hernandez, Martin and Anderson Protein Powder","Coimbatore, Tamil Nadu",329.0,396.0,2022-09-01
41339,34,White-Huff Stapler,"Guwahati, Assam",0.0,117.0,2022-06-01
41340,56,Curry LLC Protein Powder,"Dehradun, Uttarakhand",0.0,282.0,2023-06-01
41341,33,"Robertson, Briggs and Hall Smartwatch","Raipur, Chhattisgarh",0.0,170.0,2023-12-01
41342,94,Sullivan-Brown Shampoo,"Madurai, Tamil Nadu",365.0,473.0,2024-09-01
41343,75,Chen PLC Perfume,"Coimbatore, Tamil Nadu",0.0,391.0,2023-02-01
41344,69,"Curry, Cervantes and Jackson Vase","Guwahati, Assam",93.0,453.0,2022-11-01
41345,37,Reyes Ltd Lipstick,"Srinagar, J&K",0.0,170.0,2022-01-01
41346,83,Garcia Ltd Pen,"Gurugram, Haryana",0.0,342.0,2023-08-01
41347,92,"Thomas, Tate and Soto Smartwatch","Mangalore, Karnataka",0.0,270.0,2022-12-01
41348,2,Larson and Sons Foundation,"Thiruvananthapuram, Kerala",166.0,486.0,2023-06-01
41349,6,Jordan Ltd Perfume,"Jaipur, Rajasthan",4.0,107.0,2023-03-01
41350,77,"Simpson, Davis and Garcia Camera","Hyderabad, Telangana",36.0,429.0,2024-06-01
41351,47,"Wilkins, Wright and Williams Smartphone","Hyderabad, Telangana",0.0,16500.0,2024-09-01
41352,82,Welch-Davis Tablet,"Bengaluru, Karnataka",58.0,445.0,2023-03-01
41353,13,Christensen-Patrick Foundation,"Kolkata, West Bengal",284.0,351.0,2022-11-01
41354,39,"Smith, Hill and Woods Perfume","Kanpur, Uttar Pradesh",0.0,442.0,2022-05-01
41355,68,"Hernandez, Martin and Anderson Protein Powder","Cuttack, Odisha",143.0,454.0,2024-04-01
41356,50,Bell Group Vitamins,"Coimbatore, Tamil Nadu",0.0,165.0,2022-09-01
41357,46,Frank-Garcia Air Conditioner,"Bhopal, Madhya Pradesh",0.0,117.0,2022-08-01
41358,41,Holmes-Wilson Laptop,"Mysuru, Karnataka",186.0,254.0,2022-06-01
41359,40,Short Group Eraser,"Kolkata, West Bengal",121.0,293.0,2022-12-01
41360,83,Garcia Ltd Pen,"Patna, Bihar",0.0,62.0,2024-05-01
41361,81,Lewis PLC Vacuum Cleaner,"Chandigarh, UT",131.0,243.0,2022-11-01
41362,94,Sullivan-Brown Shampoo,"Ranchi, Jharkhand",0.0,232.0,2022-03-01
41363,36,"Ferguson, Hernandez and Boyd Yoga Mat","Shimla, Himachal Pradesh",340.0,39700.0,2024-07-01
41364,7,"Jones, Jackson and Rich Marker","Visakhapatnam, Andhra Pradesh",0.0,247.0,2022-03-01
41365,84,Hansen Inc Face Mask,"Shimla, Himachal Pradesh",194.0,290.0,2024-04-01
41366,90,"Wilson, Schultz and Ross Air Conditioner","Delhi, Delhi",0.0,266.0,2022-04-01
41367,40,Short Group Eraser,"Delhi, Delhi",0.0,356.0,2022-03-01
41368,45,Miller Ltd Lipstick,"Madurai, Tamil Nadu",0.0,147.0,2022-10-01
41369,37,Reyes Ltd Lipstick,"Jaipur, Rajasthan",133.0,256.0,2022-08-01
41370,17,Wolfe-Hood Pen,"Bengaluru, Karnataka",134.0,495.0,2023-07-01
41371,47,"Wilkins, Wright and Williams Smartphone","Nagpur, Maharashtra",177.0,347.0,2024-07-01
41372,51,"Williams, Barnes and Thompson Vacuum Cleaner","Dehradun, Uttarakhand",133.0,136.0,2022-12-01
41373,69,"Curry, Cervantes and Jackson Vase","Kanpur, Uttar Pradesh",87.0,258.0,2023-03-01
41374,19,Gray Ltd Curtains,"Hyderabad, Telangana",0.0,175.0,2022-07-01
41375,23,Thornton Inc Smartwatch,"Delhi, Delhi",0.0,117.0,2022-11-01
41376,83,Garcia Ltd Pen,"Coimbatore, Tamil Nadu",208.0,227.0,2023-05-01
41377,100,Wright-Howard Microwave,"Noida, Uttar Pradesh",28.0,276.0,2022-10-01
41378,16,Hernandez Inc Moisturizer,"Chandigarh, UT",0.0,179.0,2022-07-01
41379,1,Bullock Group Smartwatch,"Jaipur, Rajasthan",302.0,327.0,2024-05-01
41380,49,"Brown, Horn and Livingston Massage Oil","Hyderabad, Telangana",0.0,85.0,2024-03-01
41381,54,"Cook, Hess and Mccormick Laptop","Visakhapatnam, Andhra Pradesh",72.0,456.0,2024-08-01
41382,48,Suarez-French Refrigerator,"Kolkata, West Bengal",200.0,355.0,2023-08-01
41383,74,Rowe Ltd Table Lamp,"Chennai, Tamil Nadu",0.0,110.0,2023-09-01
41384,12,"Saunders, Smith and Atkins Notebook","Mangalore, Karnataka",332.0,359.0,2022-10-01
41385,99,Hernandez-Davis Cushion,"Srinagar, J&K",0.0,444.0,2022-09-01
41386,79,"Grant, Johnson and Allen Smartphone","Cuttack, Odisha",201.0,497.0,2023-08-01
41387,95,Soto-Weaver Cushion,"Chandigarh, UT",175.0,389.0,2024-09-01
41388,12,"Saunders, Smith and Atkins Notebook","Bhopal, Madhya Pradesh",2.0,139.0,2024-07-01
41389,46,Frank-Garcia Air Conditioner,"Mangalore, Karnataka",92.0,332.0,2024-04-01
41390,36,"Ferguson, Hernandez and Boyd Yoga Mat","Amritsar, Punjab",143.0,283.0,2023-11-01
41391,32,Alvarado LLC Yoga Mat,"Patna, Bihar",16.0,426.0,2023-09-01
41392,2,Larson and Sons Foundation,"Visakhapatnam, Andhra Pradesh",0.0,106.0,2023-10-01
41393,100,Wright-Howard Microwave,"Amritsar, Punjab",,466.0,2022-03-01
41394,7,"Jones, Jackson and Rich Marker","Vadodara, Gujarat",,311.0,2022-01-01
41395,86,Zuniga-Black Air Conditioner,"Noida, Uttar Pradesh",,181.0,2024-06-01
41396,4,"Mcdaniel, Mercer and Nash Tablet","Nagpur, Maharashtra",393.0,437.0,2023-12-01
41397,72,Peterson-Garrison Refrigerator,"Jaipur, Rajasthan",0.0,229.0,2023-12-01
41398,80,Ortiz-Garcia Laptop,"Noida, Uttar Pradesh",333.0,490.0,2022-03-01
41399,23,Thornton Inc Smartwatch,"Chandigarh, UT",407.0,459.0,2023-10-01
41400,67,Hill PLC Air Conditioner,"Nagpur, Maharashtra",208.0,236.0,2024-06-01
41401,89,James Ltd Smartphone,"Ahmedabad, Gujarat",115.0,368.0,2023-01-01
41402,92,"Thomas, Tate and Soto Smartwatch","Dehradun, Uttarakhand",61.0,285.0,2022-06-01
41403,58,Miles-Zhang Lipstick,"Madurai, Tamil Nadu",,233.0,2024-06-01
41404,51,"Williams, Barnes and Thompson Vacuum Cleaner","Thiruvananthapuram, Kerala",,188.0,2024-04-01
41405,75,Chen PLC Perfume,"Srinagar, J&K",289.0,339.0,2023-05-01
41406,14,Acevedo Inc Notebook,"Coimbatore, Tamil Nadu",2350.0,136.0,2024-04-01
41407,58,Miles-Zhang Lipstick,"Cuttack, Odisha",363.0,385.0,2024-05-01
41408,91,Garcia-Mills Headphones,"Amritsar, Punjab",103.0,488.0,2023-12-01
41409,31,"Huang, White and Mcclure Washing Machine","Srinagar, J&K",0.0,160.0,2022-07-01
41410,37,Reyes Ltd Lipstick,"Dehradun, Uttarakhand",384.0,409.0,2024-02-01
41411,70,Williams-Perkins Shampoo,"Srinagar, J&K",457.0,471.0,2023-10-01
41412,80,Ortiz-Garcia Laptop,"Chandigarh, UT",84.0,438.0,2024-08-01
41413,62,"Wang, Griffin and Cook Foundation","Guwahati, Assam",0.0,,2022-10-01
41414,46,Frank-Garcia Air Conditioner,"Ahmedabad, Gujarat",204.0,289.0,2023-03-01
41415,24,"Gutierrez, Neal and Vargas Table Lamp","Chennai, Tamil Nadu",0.0,,2023-01-01
41416,62,"Wang, Griffin and Cook Foundation","Lucknow, Uttar Pradesh",159.0,384.0,2023-11-01
41417,59,"Stephenson, Weber and Bailey Lipstick","Delhi, Delhi",177.0,261.0,2023-10-01
41418,93,Walker-Choi Protein Powder,"Raipur, Chhattisgarh",0.0,150.0,2023-06-01
41419,44,Cortez Ltd Protein Powder,"Hyderabad, Telangana",166.0,469.0,2023-07-01
41420,45,Miller Ltd Lipstick,"Mysuru, Karnataka",0.0,178.0,2023-10-01
41421,54,"Cook, Hess and Mccormick Laptop","Bhubaneswar, Odisha",0.0,358.0,2022-12-01
41422,19,Gray Ltd Curtains,"Noida, Uttar Pradesh",30.0,297.0,2023-02-01
41423,4,"Mcdaniel, Mercer and Nash Tablet","Thiruvananthapuram, Kerala",45.0,,2022-12-01
41424,68,"Hernandez, Martin and Anderson Protein Powder","Nagpur, Maharashtra",0.0,187.0,2022-09-01
41425,37,Reyes Ltd Lipstick,"Lucknow, Uttar Pradesh",,412.0,2023-05-01
41426,42,Robinson Ltd Curtains,"Madurai, Tamil Nadu",169.0,212.0,2022-10-01
41427,15,Owens Ltd Refrigerator,"Srinagar, J&K",,223.0,2023-01-01
41428,47,"Wilkins, Wright and Williams Smartphone","Bhubaneswar, Odisha",0.0,242.0,2023-06-01
41429,60,Johnson-Banks Vitamins,"Kolkata, West Bengal",183.0,468.0,2023-11-01
41430,60,Johnson-Banks Vitamins,"Mysuru, Karnataka",23.0,420.0,2024-09-01
41431,56,Curry LLC Protein Powder,"Chandigarh, UT",233.0,322.0,2022-07-01
41432,80,Ortiz-Garcia Laptop,"Hyderabad, Telangana",111.0,298.0,2024-06-01
41433,10,Byrd-Bailey Wall Clock,"Pune, Maharashtra",68.0,226.0,2024-05-01
41434,69,"Curry, Cervantes and Jackson Vase","Gurugram, Haryana",61.0,141.0,2024-04-01
41435,86,Zuniga-Black Air Conditioner,"Kochi, Kerala",177.0,299.0,2023-04-01
41436,100,Wright-Howard Microwave,"Chennai, Tamil Nadu",0.0,206.0,2022-08-01
41437,73,"Jordan, West and Garcia Yoga Mat","Guwahati, Assam",0.0,125.0,2022-01-01
41438,36,"Ferguson, Hernandez and Boyd Yoga Mat","Vadodara, Gujarat",238.0,279.0,2024-07-01
41439,78,Hill-Osborne Face Mask,"Bengaluru, Karnataka",379.0,401.0,2024-06-01
41440,44,Cortez Ltd Protein Powder,"Mangalore, Karnataka",340.0,436.0,2024-07-01
41441,89,James Ltd Smartphone,"Kolkata, West Bengal",4.0,475.0,2023-12-01
41442,89,James Ltd Smartphone,"Kochi, Kerala",40.0,497.0,2022-05-01
41443,20,Lewis Ltd Washing Machine,"Amritsar, Punjab",0.0,487.0,2023-03-01
41444,3,"Schultz, Avila and Foster Table Lamp","Bengaluru, Karnataka",0.0,192.0,2023-03-01
41445,53,Rogers Inc Smartphone,"Ranchi, Jharkhand",138.0,441.0,2022-05-01
41446,17,Wolfe-Hood Pen,"Amritsar, Punjab",10.0,,2023-01-01
41447,96,Johnson-Chapman Perfume,"Kochi, Kerala",,85.0,2022-02-01
41448,56,Curry LLC Protein Powder,"Raipur, Chhattisgarh",0.0,,2022-04-01
41449,60,Johnson-Banks Vitamins,"Vijayawada, Andhra Pradesh",128.0,492.0,2022-12-01
41450,94,Sullivan-Brown Shampoo,"Thiruvananthapuram, Kerala",153.0,298.0,2023-12-01
41451,65,"Singleton, Everett and Thompson Moisturizer","Kochi, Kerala",0.0,361.0,2024-05-01
41452,75,Chen PLC Perfume,"Ahmedabad, Gujarat",0.0,274.0,2023-05-01
41453,78,Hill-Osborne Face Mask,"Gurugram, Haryana",136.0,270.0,2022-03-01
41454,51,"Williams, Barnes and Thompson Vacuum Cleaner","Bengaluru, Karnataka",0.0,101.0,2024-03-01
41455,38,Flores Group Moisturizer,"Srinagar, J&K",0.0,55.0,2023-03-01
41456,44,Cortez Ltd Protein Powder,"Bengaluru, Karnataka",51.0,167.0,2024-06-01
41457,74,Rowe Ltd Table Lamp,"Kanpur, Uttar Pradesh",275.0,303.0,2023-01-01
41458,8,Bennett Ltd Microwave,"Cuttack, Odisha",0.0,125.0,2023-07-01
41459,60,Johnson-Banks Vitamins,"Amritsar, Punjab",420.0,473.0,2022-06-01
41460,3,"Schultz, Avila and Foster Table Lamp","Vijayawada, Andhra Pradesh",0.0,337.0,2022-09-01
41461,77,"Simpson, Davis and Garcia Camera","Raipur, Chhattisgarh",363.0,412.0,2022-11-01
41462,65,"Singleton, Everett and Thompson Moisturizer","Bhopal, Madhya Pradesh",25.0,123.0,2022-12-01
41463,29,Briggs Ltd Wall Clock,"Mysuru, Karnataka",0.0,169.0,2024-06-01
41464,37,Reyes Ltd Lipstick,"Hyderabad, Telangana",7.0,466.0,2022-03-01
41465,17,Wolfe-Hood Pen,"Guwahati, Assam",0.0,383.0,2022-01-01
41466,55,"Carney, Ford and Lamb Massage Oil","Jalandhar, Punjab",,486.0,2023-05-01
41467,56,Curry LLC Protein Powder,"Madurai, Tamil Nadu",281.0,492.0,2024-06-01
41468,50,Bell Group Vitamins,"Gurugram, Haryana",0.0,242.0,2022-02-01
41469,4,"Mcdaniel, Mercer and Nash Tablet","Nagpur, Maharashtra",59.0,296.0,2022-09-01
41470,87,"Reid, Harvey and Richmond Foundation","Cuttack, Odisha",0.0,83.0,2022-03-01
41471,16,Hernandez Inc Moisturizer,"Mysuru, Karnataka",242.0,432.0,2024-04-01
41472,80,Ortiz-Garcia Laptop,"Visakhapatnam, Andhra Pradesh",350.0,422.0,2023-07-01
41473,48,Suarez-French Refrigerator,"Madurai, Tamil Nadu",0.0,344.0,2022-12-01
41474,51,"Williams, Barnes and Thompson Vacuum Cleaner","Shimla, Himachal Pradesh",0.0,138.0,2023-12-01
41475,56,Curry LLC Protein Powder,"Coimbatore, Tamil Nadu",0.0,342.0,2024-07-01
41476,44,Cortez Ltd Protein Powder,"Guwahati, Assam",0.0,18200.0,2022-04-01
41477,35,Davis Inc Washing Machine,"Amritsar, Punjab",97.0,239.0,2023-06-01
41478,34,White-Huff Stapler,"Gurugram, Haryana",112.0,286.0,2024-04-01
41479,84,Hansen Inc Face Mask,"Ranchi, Jharkhand",0.0,369.0,2022-04-01
41480,81,Lewis PLC Vacuum Cleaner,"Dehradun, Uttarakhand",,82.0,2022-09-01
